Time,Actual,Explicit Euler,Simpletic Euler,Verlet
0.0,170.0,170.0,170.0,170.0
0.005,170.0,170.0,170.01,170.01
0.01,170.005,170.01,170.02998,170.02998
0.015,170.02,170.03,170.05997,170.05995
0.02,170.04498,170.06001,170.09991,170.09988
0.024999999,170.07996,170.10002,170.14981,170.14977
0.029999997,170.12491,170.15002,170.20964,170.20958
0.034999996,170.17982,170.21,170.27939,170.27931
0.039999995,170.24466,170.27997,170.35902,170.35893
0.044999994,170.31943,170.35988,170.4485,170.44841
0.049999993,170.40408,170.44972,170.5478,170.54771
0.054999992,170.49861,170.54948,170.6569,170.65681
0.05999999,170.60297,170.65913,170.77577,170.77568
0.06499999,170.71713,170.77864,170.90434,170.90428
0.06999999,170.84103,170.90797,171.04259,171.04259
0.074999996,170.97467,171.0471,171.19044,171.19055
0.08,171.11798,171.19598,171.34787,171.34813
0.085,171.27092,171.39247,171.55272,171.55318
0.09,171.43344,171.56071,171.72911,171.76773
0.095000006,171.60547,171.73856,171.91489,171.99173
0.10000001,171.78697,171.86174,172.04578,172.1609
0.10500001,171.97787,172.05862,172.25014,172.3394
0.110000014,172.17812,172.26495,172.4637,172.52716
0.11500002,172.38763,172.48065,172.68637,172.7241
0.12000002,172.60635,172.70566,172.9181,172.93018
0.12500001,172.83421,172.93991,173.15881,173.14531
0.13000001,173.07112,173.18335,173.40843,173.36945
0.135,173.317,173.4359,173.66687,173.60252
0.14,173.57178,173.69748,173.93405,173.84448
0.145,173.83537,173.968,174.20987,174.09526
0.14999999,174.10768,174.24739,174.49425,174.35478
0.15499999,174.38861,174.53555,174.78708,174.62297
0.15999998,174.6781,174.8324,175.08827,174.89975
0.16499998,174.97601,175.03845,175.29834,175.08566
0.16999997,175.28227,175.35237,175.61595,175.28001
0.17499997,175.59677,175.67468,175.94162,175.48271
0.17999996,175.91939,176.00528,176.27524,175.69366
0.18499996,176.25005,176.34406,176.61668,175.91278
0.18999995,176.58862,176.69089,176.96584,176.13995
0.19499995,176.935,177.09369,177.3706,176.42308
0.19999994,177.28906,177.4563,177.73483,176.71402
0.20499994,177.6507,177.82661,178.1064,177.01265
0.20999993,178.01979,178.20451,178.4852,177.31885
0.21499993,178.3962,178.58987,178.8711,177.63248
0.21999992,178.77982,178.98256,179.26396,177.9534
0.22499992,179.1705,179.38243,179.66367,178.28146
0.22999991,179.56812,179.78937,180.07008,178.61653
0.23499991,179.97256,180.29462,180.57443,179.04982
0.2399999,180.38368,180.71529,180.99384,179.48979
0.2449999,180.80133,181.1426,181.41954,179.9363
0.2499999,181.22537,181.57642,181.8514,180.38916
0.2549999,181.65569,182.09517,182.36784,180.9268
0.2599999,182.09212,182.54158,182.81158,181.47049
