Time,Actual,Explicit Euler,Simpletic Euler,Verlet
0.0,291.66666,291.66666,291.66666,291.66666
0.005,291.66666,291.66666,291.6563,291.6563
0.01,291.6615,291.6563,291.63565,291.63562
0.015,291.646,291.63565,291.60464,291.60458
0.02,291.62018,291.60468,291.56332,291.56323
0.024999999,291.584,291.56335,291.5117,291.51157
0.029999997,291.53754,291.51172,291.4497,291.4496
0.034999996,291.48077,291.4498,291.3774,291.3773
0.039999995,291.41367,291.37756,291.29483,291.29468
0.044999994,291.33627,291.29504,291.20193,291.20175
0.049999993,291.2486,291.20224,291.09875,291.09854
0.054999992,291.1506,291.09915,290.9853,290.98505
0.05999999,291.04236,290.9858,290.86154,290.86127
0.06499999,290.92386,290.8622,290.72754,290.72723
0.06999999,290.7951,290.7284,290.58328,290.58295
0.074999996,290.65613,290.58435,290.4288,290.42844
0.08,290.50693,290.4301,290.2641,290.2637
0.085,290.34753,290.2657,290.0892,290.08878
0.09,290.17792,290.0911,289.9041,289.90366
0.095000006,289.9982,289.90637,289.70886,289.70837
0.10000001,289.8083,289.71152,289.50348,289.50296
0.10500001,289.60828,289.50656,289.28796,289.2874
0.110000014,289.3982,289.29153,289.06235,289.06177
0.11500002,289.17798,289.06644,288.82666,288.82605
0.12000002,288.94775,288.83133,288.58093,288.5803
0.12500001,288.70752,288.5862,288.32516,288.32452
0.13000001,288.45724,288.33115,288.05942,288.05875
0.135,288.19702,288.06613,287.7837,287.783
0.14,287.92688,287.7912,287.49805,287.49728
0.145,287.6468,287.5064,287.20248,287.20166
0.14999999,287.35684,287.21176,286.89703,286.89615
0.15499999,287.05707,286.90732,286.58176,286.58078
0.15999998,286.74744,286.59308,286.25665,286.2556
0.16499998,286.42807,286.2691,285.92178,285.9207
0.16999997,286.09894,285.93542,285.57718,285.57602
0.17499997,285.76013,285.59207,285.22287,285.22165
0.17999996,285.41165,285.2391,284.85892,284.8576
0.18499996,285.05353,284.87656,284.48535,284.48395
0.18999995,284.68582,284.50446,284.1022,284.1007
0.19499995,284.3086,284.12286,283.7095,283.70792
0.19999994,283.92184,283.7318,283.3073,283.30563
0.20499994,283.52563,283.33133,282.89566,282.8939
0.20999993,283.12003,282.92148,282.4746,282.47275
0.21499993,282.70505,282.50232,282.04422,282.04224
0.21999992,282.28073,282.07388,281.6045,281.60242
0.22499992,281.84717,281.63623,281.15552,281.15332
0.22999991,281.40436,281.1894,280.69733,280.695
0.23499991,280.9524,280.73343,280.22998,280.22754
0.2399999,280.4913,280.2684,279.7535,279.75095
0.2449999,280.02112,279.79437,279.26797,279.2653
0.2499999,279.54193,279.31137,278.77344,278.77063
0.2549999,279.0538,278.81946,278.26996,278.26703
0.2599999,278.55673,278.3187,277.7576,277.75455
0.2649999,278.0508,277.8091,277.2364,277.23322
0.2699999,277.53613,277.2908,276.7064,276.7031
0.2749999,277.01266,276.76382,276.1677,276.16425
0.27999988,276.48056,276.2282,275.62033,275.61673
0.28499988,275.93982,275.68405,275.06436,275.0606
0.28999987,275.3905,275.13138,274.49988,274.49594
0.29499987,274.8327,274.57028,273.9269,273.9228
0.29999986,274.26648,274.00082,273.34552,273.34122
0.30499986,273.69186,273.42307,272.7558,272.7513
0.30999985,273.10898,272.83707,272.1578,272.15314
0.31499985,272.51782,272.2429,271.5516,271.54675
0.31999984,271.91852,271.6406,270.93726,270.93222
0.32499984,271.3111,271.03027,270.31482,270.3096
0.32999983,270.69562,270.412,269.6844,269.679
0.33499983,270.0722,269.7858,269.04602,269.04044
0.33999982,269.4409,269.15176,268.39978,268.394
0.34499982,268.80173,268.50998,267.74576,267.7398
0.34999982,268.15485,267.86053,267.084,267.07788
0.3549998,267.50024,267.20346,266.41464,266.40833
0.3599998,266.83807,266.53885,265.7377,265.7312
0.3649998,266.16833,265.8668,265.05325,265.0466
0.3699998,265.49115,265.18735,264.3614,264.35458
0.3749998,264.8066,264.50058,263.6622,263.65524
0.3799998,264.11475,263.8066,262.95575,262.94864
0.38499978,263.41565,263.10547,262.24213,262.23486
0.38999978,262.7094,262.39728,261.5214,261.51398
0.39499977,261.9961,261.68207,260.79367,260.78607
0.39999977,261.27582,260.95996,260.059,260.05124
0.40499976,260.54865,260.23102,259.31747,259.30957
0.40999976,259.8146,259.49533,258.56918,258.56113
0.41499975,259.07385,258.753,257.8142,257.806
0.41999975,258.32645,258.00406,257.05264,257.04428
0.42499974,257.57245,257.24863,256.28458,256.27606
0.42999974,256.81198,256.4868,255.51009,255.50142
0.43499973,256.0451,255.71861,254.72926,254.72044
0.43999973,255.2719,254.94421,253.94218,253.93323
0.44499972,254.49248,254.16365,253.14896,253.13985
0.44999972,253.70691,253.37703,252.34966,252.3404
0.45499972,252.91528,252.58443,251.54437,251.53496
0.4599997,252.1177,251.78593,250.73322,250.72363
0.4649997,251.31425,250.98164,249.91626,249.90651
0.4699997,250.505,250.17165,249.0936,249.08368
0.4749997,249.6901,249.35603,248.26534,248.25525
