Time,Actual,Explicit Euler,Simpletic Euler,Verlet
0.0,181.66667,181.66667,181.66667,181.66667
0.005,181.66667,181.70561,181.70767,181.70767
0.01,181.66771,181.70767,181.7118,181.75075
0.015,181.6708,181.7118,181.718,181.7959
0.02,181.67596,181.718,181.72627,181.84312
0.024999999,181.6832,181.72627,181.7366,181.89243
0.029999997,181.69249,181.7366,181.74901,181.9438
0.034999996,181.70386,181.749,181.76347,181.99725
0.039999995,181.71727,181.74347,181.76003,182.0328
0.044999994,181.73274,181.76,181.77863,182.07043
0.049999993,181.75029,181.77856,181.79929,182.11014
0.054999992,181.76988,181.7992,181.822,182.15192
0.05999999,181.79153,181.82188,181.84677,182.19577
0.06499999,181.81523,181.84662,181.8736,182.2417
0.06999999,181.84099,181.87341,181.90248,182.2897
0.074999996,181.86877,181.90225,181.93341,182.33978
0.08,181.89862,181.93314,181.96638,182.39195
0.085,181.9305,181.96605,182.0014,182.44621
0.09,181.96442,182.001,182.03847,182.50256
0.095000006,182.00037,182.038,182.07756,182.561
0.10000001,182.03835,182.10283,182.1445,182.64735
0.10500001,182.07834,182.14388,182.18767,182.7358
0.110000014,182.12036,182.18694,182.23285,182.82634
0.11500002,182.1644,182.23201,182.28006,182.91899
0.12000002,182.21045,182.2791,182.32928,183.01375
0.12500001,182.2585,182.3282,182.38052,183.11063
0.13000001,182.30855,182.3793,182.43376,183.20963
0.135,182.3606,182.38112,182.43773,183.25946
0.14,182.41463,182.4362,182.49498,183.31143
0.145,182.47064,182.49327,182.55421,183.36554
0.14999999,182.52863,182.55232,182.61543,183.4218
0.15499999,182.5886,182.61334,182.67863,183.48021
0.15999998,182.65051,182.67633,182.7438,183.54079
0.16499998,182.71439,182.74127,182.81094,183.60353
0.16999997,182.78021,182.80817,182.88004,183.66846
0.17499997,182.84798,182.87701,182.95108,183.73557
0.17999996,182.91768,182.94778,183.02406,183.80487
0.18499996,182.9893,183.0205,183.09898,183.87637
0.18999995,183.06284,183.09512,183.17583,183.95009
0.19499995,183.13829,183.17166,183.2546,184.02602
0.19999994,183.21564,183.25009,183.33527,184.10416
0.20499994,183.29488,183.33041,183.41783,184.18452
0.20999993,183.37599,183.41261,183.50229,184.26712
0.21499993,183.459,183.49669,183.58862,184.35194
0.21999992,183.54385,183.58263,183.67683,184.43901
0.22499992,183.63057,183.67043,183.7669,184.52832
0.22999991,183.71913,183.77107,183.86984,184.6309
0.23499991,183.80952,183.86255,183.96361,184.73575
0.2399999,183.90175,183.95584,184.0592,184.84286
0.2449999,183.99577,184.05095,184.15662,184.95227
0.2499999,184.09161,184.14786,184.25584,185.06396
0.2549999,184.18924,184.24657,184.35687,185.17796
0.2599999,184.28865,184.34705,184.45969,185.29427
0.2649999,184.38983,184.4493,184.56427,185.41289
0.2699999,184.49278,184.5533,184.67062,185.53383
0.2749999,184.59747,184.65904,184.77873,185.6571
0.27999988,184.70389,184.76653,184.88858,185.78271
0.28499988,184.81204,184.87573,185.00017,185.91068
0.28999987,184.9219,184.98665,185.11346,186.041
0.29499987,185.03346,185.09926,185.22847,186.17369
0.29999986,185.14671,185.21355,185.34515,186.30876
0.30499986,185.26163,185.32951,185.46352,186.44621
0.30999985,185.3782,185.44713,185.58354,186.58606
0.31499985,185.49644,185.56639,185.70523,186.72832
0.31999984,185.6163,185.68729,185.82855,186.87299
0.32499984,185.7378,185.8098,185.95349,187.02008
0.32999983,185.86087,185.93391,186.08005,187.16962
0.33499983,185.98557,186.12955,186.27812,187.39153
0.33999982,186.11183,186.25682,186.40785,187.61589
0.34499982,186.23965,186.38565,186.53915,187.84273
0.34999982,186.36903,186.51602,186.67201,188.07205
0.3549998,186.49995,186.64793,186.8064,188.30388
0.3599998,186.63239,186.78136,186.9423,188.53821
0.3649998,186.76633,186.9814,187.14484,188.84016
0.3699998,186.90176,187.11781,187.28375,189.14465
0.3749998,187.03868,187.25569,187.42413,189.45169
0.3799998,187.17705,187.39503,187.56598,189.76129
0.38499978,187.31688,187.53581,187.70927,190.07347
0.38999978,187.45811,187.67801,187.854,190.38824
0.39499977,187.60078,187.82162,188.00014,190.70563
0.39999977,187.74484,187.96663,188.14767,191.02563
0.40499976,187.89027,188.113,188.2966,191.3483
0.40999976,188.03708,188.26074,188.44688,191.67363
0.41499975,188.18523,188.31969,188.50838,191.91151
0.41999975,188.33472,188.4701,188.66133,192.1521
0.42499974,188.4855,188.62181,188.8156,192.3954
0.42999974,188.6376,188.77483,188.97116,192.64143
0.43499973,188.79099,188.92911,189.128,192.8902
0.43999973,188.94562,189.08466,189.2861,193.14171
0.44499972,189.1015,189.24144,189.44543,193.39598
0.44999972,189.25862,189.39944,189.60599,193.65303
0.45499972,189.41695,189.55865,189.76775,193.91286
0.4599997,189.57646,189.71904,189.9307,194.17549
0.4649997,189.73715,189.8806,190.0948,194.44095
0.4699997,189.899,190.0433,190.26007,194.70924
0.4749997,190.06198,190.20714,190.42647,194.9804
0.4799997,190.22609,190.37209,190.59398,195.25441
0.4849997,190.3913,190.53813,190.76257,195.53131
0.48999968,190.55759,190.70526,190.93225,195.81113
0.49499968,190.72495,190.87344,191.10298,196.09387
0.49999967,190.89334,191.04266,191.27475,196.37956
0.5049997,191.06277,191.2129,191.44753,196.66823
0.5099997,191.2332,191.38416,191.6213,196.9599
0.5149997,191.40463,191.55638,191.79607,197.2546
0.5199997,191.57701,191.72958,191.97177,197.55234
0.5249997,191.75035,191.90373,192.14842,197.85316
