Time,Actual,Explicit Euler,Simpletic Euler,Verlet
0.0,150.0,150.0,150.0,150.0
0.005,150.0,150.9038,150.9038,150.9038
0.01,150.9731,151.87692,151.87682,151.80748
0.015,151.9461,152.84995,152.84962,152.71095
0.02,152.91888,153.82275,153.82211,153.61412
0.024999999,153.89133,154.79524,154.79416,154.51688
0.029999997,154.86333,155.76729,155.76567,155.41913
0.034999996,155.8348,156.7388,156.73654,156.32077
0.039999995,156.8056,157.70967,157.70667,157.22171
0.044999994,157.77563,158.6798,158.67593,158.12187
0.049999993,158.7448,159.64908,159.64424,159.02116
0.054999992,159.71297,160.61739,160.61147,159.9195
0.05999999,160.68005,161.58463,161.57751,160.81677
0.06499999,161.64592,162.55069,162.54227,161.7129
0.06999999,162.61049,163.51546,163.50562,162.6078
0.074999996,163.57362,164.47884,164.46745,163.50139
0.08,164.53525,165.4407,165.42767,164.39357
0.085,165.49522,166.32771,166.31291,165.21101
0.09,166.45345,167.28625,167.26958,166.02689
0.095000006,167.40982,168.24298,168.2243,166.84111
0.10000001,168.36423,169.19778,169.17699,167.65361
0.10500001,169.31657,170.15054,170.12752,168.46431
0.110000014,170.26674,171.10117,171.07579,169.27312
0.11500002,171.21463,172.04955,172.0217,170.07996
0.12000002,172.16013,172.93161,172.90117,170.8208
0.12500001,173.10312,173.87517,173.84201,171.55951
0.13000001,174.0435,174.81616,174.78017,172.296
0.135,174.98119,175.75449,175.71553,173.03021
0.14,175.91605,176.69003,176.64801,173.76207
0.145,176.84799,177.62273,177.57748,174.49152
0.14999999,177.7769,178.55244,178.50386,175.21848
0.15499999,178.7027,179.47908,179.42702,175.94289
0.15999998,179.62524,180.40253,180.34686,176.66467
0.16499998,180.54446,181.3227,181.26329,177.38376
0.16999997,181.46024,182.23947,182.1762,178.10007
0.17499997,182.37247,183.15276,183.08545,178.81352
0.17999996,183.28104,184.1279,184.05643,179.58951
0.18499996,184.18587,185.03387,184.9581,180.36247
0.18999995,185.08684,185.93604,185.85582,181.13234
0.19499995,185.98386,186.8343,186.7495,181.89902
0.19999994,186.87683,187.71553,187.62599,182.6494
0.20499994,187.76564,188.60568,188.51126,183.39642
0.20999993,188.65019,189.49164,189.39218,184.14
0.21499993,189.5304,190.37329,190.26865,184.88005
0.21999992,190.40613,191.25053,191.14055,185.61649
0.22499992,191.27733,192.12328,192.0078,186.34921
0.22999991,192.14386,192.99142,192.87029,187.07812
0.23499991,193.00565,193.91757,193.7906,187.86583
0.2399999,193.8626,194.77623,194.64326,188.64952
0.2449999,194.71458,195.62999,195.49086,189.4291
0.2499999,195.56155,196.47874,196.3333,190.20442
0.2549999,196.40338,197.32242,197.17049,190.9754
0.2599999,197.23997,198.16092,198.00232,191.74193
0.2649999,198.07124,198.99414,198.8287,192.50388
0.2699999,198.8971,199.822,199.64955,193.26112
0.2749999,199.71744,200.64441,200.46475,194.01355
0.27999988,200.53218,201.46126,201.27422,194.76103
0.28499988,201.34123,202.27246,202.07785,195.50345
0.28999987,202.1445,203.07793,202.87556,196.24066
0.29499987,202.94188,203.87756,203.66727,196.97253
0.29999986,203.73329,204.6713,204.45285,197.69891
0.30499986,204.51865,205.45901,205.23224,198.41966
0.30999985,205.29787,206.24065,206.00534,199.13463
0.31499985,206.07086,207.0161,206.77206,199.84366
